(1,1)
(1,2)
(1,3)
(1,4)
(1,5)
(1,6)
(1,7)
(1,8)
(1,9)
(1,10)
(1,11)
(1,12)
(1,13)
(1,14)
(1,15)
(1,16)
(1,17)
(1,18)
(1,19)
(1,20)
(1,21)
(1,22)
(1,23)
(1,24)
(1,25)
(1,26)
(1,27)
(1,28)
(1,29)
(1,30)
(1,31)
(1,32)
(1,33)
(1,34)
(1,35)
(1,36)
(1,37)
(1,38)
(1,39)
(1,40)
(1,41)
(1,42)
(1,43)
(1,44)
(1,45)
(1,46)
(1,47)
(1,48)
(1,49)
(1,50)
(1,51)
(1,52)
(1,53)
(1,54)
(1,55)
(1,56)
(1,57)
(1,58)
(1,59)
(1,60)
(1,61)
(1,62)
(1,63)
(1,64)
(1,65)
(1,66)
(1,67)
(1,68)
(1,69)
(1,70)
(1,71)
(1,72)
(1,73)
(1,74)
(1,75)
(1,76)
(1,77)
(1,78)
(1,79)
(1,80)
(1,81)
(1,82)
(1,83)
(1,84)
(1,85)
(1,86)
(1,87)
(1,88)
(1,89)
(1,90)
(1,91)
(1,92)
(1,93)
(1,94)
(1,95)
(1,96)
(1,97)
(1,98)
(1,99)
(1,100)
(1,101)
(1,102)
(1,103)
(1,104)
(1,105)
(1,106)
(1,107)
(1,108)
(1,109)
(1,110)
(1,111)
(1,112)
(1,113)
(1,114)
(1,115)
(1,116)
(1,117)
(1,118)
(1,119)
(1,120)
(1,121)
(1,122)
(1,123)
(1,124)
(1,125)
(1,126)
(1,127)
(1,128)
(1,129)
(1,130)
(1,131)
(1,132)
(1,133)
(1,134)
(1,135)
(1,136)
(1,137)
(1,138)
(1,139)
(1,140)
(1,141)
(1,142)
(1,143)
(1,144)
(1,145)
(1,146)
(1,147)
(1,148)
(1,149)
(1,150)
(1,151)
(1,152)
(1,153)
(1,154)
(1,155)
(1,156)
(1,157)
(1,158)
(1,159)
(1,160)
(1,161)
(1,162)
(1,163)
(1,164)
(1,165)
(1,166)
(1,167)
(1,168)
(1,169)
(1,170)
(1,171)
(1,172)
(1,173)
(1,174)
(1,175)
(1,176)
(1,177)
(1,178)
(1,179)
(1,180)
(1,181)
(1,182)
(1,183)
(1,184)
(1,185)
(1,186)
(1,187)
(1,188)
(1,189)
(1,190)
(1,191)
(1,192)
(1,193)
(1,194)
(1,195)
(1,196)
(1,197)
(1,198)
(1,199)
(1,200)
(1,201)
(1,202)
(1,203)
(1,204)
(1,205)
(1,206)
(1,207)
(1,208)
(1,209)
(1,210)
(1,211)
(1,212)
(1,213)
(1,214)
(1,215)
(1,216)
(1,217)
(1,218)
(1,219)
(1,220)
(1,221)
(1,222)
(1,223)
(1,224)
(1,225)
(1,226)
(1,227)
(1,228)
(1,229)
(1,230)
(1,231)
(1,232)
(1,233)
(1,234)
(1,235)
(1,236)
(1,237)
(1,238)
(1,239)
(1,240)
(1,241)
(1,242)
(1,243)
(1,244)
(1,245)
(1,246)
(1,247)
(1,248)
(1,249)
(1,250)
(1,251)
(1,252)
(1,253)
(1,254)
(1,255)
(1,256)
(1,257)
(1,258)
(1,259)
(1,260)
(1,261)
(1,262)
(1,263)
(1,264)
(1,265)
(1,266)
(1,267)
(1,268)
(1,269)
(1,270)
(1,271)
(1,272)
(1,273)
(1,274)
(1,275)
(1,276)
(1,277)
(1,278)
(1,279)
(1,280)
(1,281)
(1,282)
(1,283)
(1,284)
(1,285)
(1,286)
(1,287)
(1,288)
(1,289)
(1,290)
(1,291)
(1,292)
(1,293)
(1,294)
(1,295)
(1,296)
(1,297)
(1,298)
(1,299)
(1,300)
(1,301)
(1,302)
(1,303)
(1,304)
(1,305)
(1,306)
(1,307)
(1,308)
(1,309)
(1,310)
(1,311)
(1,312)
(1,313)
(1,314)
(1,315)
(1,316)
(1,317)
(1,318)
(1,319)
(1,320)
(1,321)
(1,322)
(1,323)
(1,324)
(1,325)
(1,326)
(1,327)
(1,328)
(1,329)
(1,330)
(1,331)
(1,332)
(1,333)
(1,334)
(1,335)
(1,336)
(1,337)
(1,338)
(1,339)
(1,340)
(1,341)
(1,342)
(1,343)
(1,344)
(1,345)
(1,346)
(1,347)
(1,348)
(1,349)
(1,350)
(1,351)
(1,352)
(1,353)
(1,354)
(1,355)
(1,356)
(1,357)
(1,358)
(1,359)
(1,360)
(1,361)
(1,362)
(1,363)
(1,364)
(1,365)
(1,366)
(1,367)
(1,368)
(1,369)
(1,370)
(1,371)
(1,372)
(1,373)
(1,374)
(1,375)
(1,376)
(1,377)
(1,378)
(1,379)
(1,380)
(1,381)
(1,382)
(1,383)
(1,384)
(1,385)
(1,386)
(1,387)
(1,388)
(1,389)
(1,390)
(1,391)
(1,392)
(1,393)
(1,394)
(1,395)
(1,396)
(1,397)
(2,397)
(2,398)
(2,399)
(2,400)
(2,401)
(2,402)
(2,403)
(2,404)
(2,405)
(2,406)
(2,407)
(2,408)
(2,409)
(2,410)
(2,411)
(2,412)
(2,413)
(2,414)
(2,415)
(2,416)
(2,417)
(2,418)
(2,419)
(2,420)
(2,421)
(2,422)
(2,423)
(2,424)
(2,425)
(2,426)
(2,427)
(2,428)
(2,429)
(2,430)
(2,431)
(2,432)
(2,433)
(2,434)
(2,435)
(2,436)
(2,437)
(2,438)
(2,439)
(2,440)
(2,441)
(2,442)
(2,443)
(2,444)
(2,445)
(2,446)
(2,447)
(2,448)
(2,449)
(2,450)
(2,451)
(2,452)
(2,453)
(2,454)
(2,455)
(2,456)
(2,457)
(2,458)
(2,459)
(2,460)
(2,461)
(2,462)
(2,463)
(2,464)
(2,465)
(2,466)
(2,467)
(2,468)
(2,469)
(2,470)
(2,471)
(2,472)
(2,473)
(2,474)
(2,475)
(2,476)
(2,477)
(2,478)
(2,479)
(2,480)
(2,481)
(2,482)
(2,483)
(2,484)
(2,485)
(2,486)
(2,487)
(2,488)
(2,489)
(2,490)
(2,491)
(2,492)
(2,493)
(2,494)
(2,495)
(2,496)
(2,497)
(2,498)
(2,499)
(2,500)
(2,501)
(2,502)
(2,503)
(2,504)
(2,505)
(2,506)
(2,507)
(2,508)
(2,509)
(2,510)
(2,511)
(2,512)
(2,513)
(2,514)
(2,515)
(2,516)
(2,517)
(2,518)
(2,519)
(2,520)
(2,521)
(2,522)
(2,523)
(2,524)
(2,525)
(2,526)
(2,527)
(2,528)
(2,529)
(2,530)
(2,531)
(2,532)
(2,533)
(2,534)
(2,535)
(2,536)
(2,537)
(2,538)
(2,539)
(2,540)
(2,541)
(2,542)
(2,543)
(2,544)
(2,545)
(2,546)
(2,547)
(2,548)
(2,549)
(2,550)
(2,551)
(2,552)
(2,553)
(2,554)
(2,555)
(2,556)
(2,557)
(2,558)
(2,559)
(2,560)
(2,561)
(2,562)
(2,563)
(2,564)
(2,565)
(2,566)
(2,567)
(2,568)
(2,569)
(2,570)
(2,571)
(2,572)
(2,573)
(2,574)
(2,575)
(2,576)
(2,577)
(2,578)
(2,579)
(2,580)
(2,581)
(2,582)
(2,583)
(2,584)
(2,585)
(2,586)
(2,587)
(2,588)
(2,589)
(2,590)
(2,591)
(2,592)
(2,593)
(2,594)
(2,595)
(2,596)
(2,597)
(2,598)
(2,599)
(2,600)
(2,601)
(2,602)
(2,603)
(2,604)
(2,605)
(2,606)
(2,607)
(2,608)
(2,609)
(2,610)
(2,611)
(2,612)
(2,613)
(2,614)
(2,615)
(2,616)
(2,617)
(2,618)
(2,619)
(2,620)
(2,621)
(2,622)
(2,623)
(2,624)
(2,625)
(2,626)
(2,627)
(2,628)
(2,629)
(2,630)
(2,631)
(2,632)
(2,633)
(2,634)
(2,635)
(2,636)
(2,637)
(2,638)
(2,639)
(2,640)
(2,641)
(2,642)
(2,643)
(3,643)
(3,644)
(3,645)
(3,646)
(3,647)
(3,648)
(3,649)
(3,650)
(3,651)
(3,652)
(3,653)
(3,654)
(3,655)
(3,656)
(3,657)
(3,658)
(3,659)
(3,660)
(3,661)
(3,662)
(3,663)
(3,664)
(3,665)
(3,666)
(3,667)
(3,668)
(3,669)
(3,670)
(3,671)
(3,672)
(3,673)
(3,674)
(3,675)
(3,676)
(3,677)
(3,678)
(3,679)
(3,680)
(3,681)
(3,682)
(3,683)
(3,684)
(3,685)
(3,686)
(3,687)
(3,688)
(3,689)
(3,690)
(3,691)
(3,692)
(3,693)
(3,694)
(3,695)
(3,696)
(3,697)
(3,698)
(3,699)
(3,700)
(3,701)
(3,702)
(3,703)
(3,704)
(3,705)
(3,706)
(3,707)
(3,708)
(3,709)
(3,710)
(3,711)
(3,712)
(3,713)
(3,714)
(3,715)
(3,716)
(3,717)
(3,718)
(3,719)
(3,720)
(3,721)
(3,722)
(3,723)
(3,724)
(3,725)
(3,726)
(3,727)
(3,728)
(3,729)
(3,730)
(3,731)
(3,732)
(3,733)
(3,734)
(3,735)
(3,736)
(3,737)
(3,738)
(3,739)
(3,740)
(3,741)
(3,742)
(3,743)
(3,744)
(3,745)
(3,746)
(3,747)
(3,748)
(3,749)
(3,750)
(3,751)
(3,752)
(3,753)
(3,754)
(3,755)
(3,756)
(3,757)
(3,758)
(3,759)
(3,760)
(3,761)
(3,762)
(3,763)
(3,764)
(3,765)
(3,766)
(3,767)
(3,768)
(3,769)
(3,770)
(3,771)
(3,772)
(3,773)
(3,774)
(3,775)
(3,776)
(3,777)
(3,778)
(3,779)
(3,780)
(3,781)
(3,782)
(3,783)
(3,784)
(3,785)
(3,786)
(3,787)
(3,788)
(3,789)
(3,790)
(3,791)
(3,792)
(3,793)
(3,794)
(3,795)
(3,796)
(3,797)
(3,798)
(3,799)
(3,800)
(3,801)
(3,802)
(3,803)
(3,804)
(3,805)
(3,806)
(3,807)
(3,808)
(3,809)
(3,810)
(3,811)
(3,812)
(3,813)
(3,814)
(3,815)
(3,816)
(3,817)
(3,818)
(3,819)
(3,820)
(3,821)
(3,822)
(3,823)
(3,824)
(3,825)
(3,826)
(3,827)
(3,828)
(3,829)
(3,830)
(3,831)
(3,832)
(3,833)
(3,834)
(3,835)
(3,836)
(3,837)
(3,838)
(3,839)
(3,840)
(3,841)
(3,842)
(3,843)
(3,844)
(3,845)
(3,846)
(3,847)
(3,848)
(3,849)
(3,850)
(3,851)
(3,852)
(3,853)
(3,854)
(3,855)
(3,856)
(3,857)
(3,858)
(3,859)
(3,860)
(3,861)
(3,862)
(3,863)
(3,864)
(3,865)
(3,866)
(3,867)
(3,868)
(3,869)
(3,870)
(3,871)
(3,872)
(3,873)
(3,874)
(3,875)
(3,876)
(3,877)
(3,878)
(3,879)
(3,880)
(3,881)
(3,882)
(3,883)
(3,884)
(3,885)
(3,886)
(3,887)
(3,888)
(3,889)
(3,890)
(3,891)
(3,892)
(3,893)
(3,894)
(3,895)
(3,896)
(4,896)
(4,897)
(4,898)
(4,899)
(4,900)
(4,901)
(4,902)
(4,903)
(4,904)
(4,905)
(4,906)
(4,907)
(4,908)
(4,909)
(4,910)
(4,911)
(4,912)
(4,913)
(4,914)
(4,915)
(4,916)
(4,917)
(4,918)
(4,919)
(4,920)
(4,921)
(4,922)
(4,923)
(4,924)
(4,925)
(4,926)
(4,927)
(4,928)
(4,929)
(4,930)
(4,931)
(4,932)
(4,933)
(4,934)
(4,935)
(4,936)
(4,937)
(4,938)
(4,939)
(4,940)
(4,941)
(4,942)
(4,943)
(4,944)
(4,945)
(4,946)
(4,947)
(4,948)
(4,949)
(4,950)
(4,951)
(4,952)
(4,953)
(4,954)
(4,955)
(4,956)
(4,957)
(4,958)
(4,959)
(4,960)
(4,961)
(4,962)
(4,963)
(4,964)
(4,965)
(4,966)
(4,967)
(4,968)
(4,969)
(4,970)
(4,971)
(4,972)
(4,973)
(4,974)
(4,975)
(4,976)
(4,977)
(4,978)
(4,979)
(4,980)
(4,981)
(4,982)
(4,983)
(4,984)
(4,985)
(4,986)
(4,987)
(4,988)
(4,989)
(4,990)
(4,991)
(4,992)
(4,993)
(4,994)
(4,995)
(4,996)
(4,997)
(4,998)
(4,999)
(4,1000)
(4,1001)
(4,1002)
(4,1003)
(4,1004)
(4,1005)
(4,1006)
(4,1007)
(5,1007)
(5,1008)
(5,1009)
(5,1010)
(5,1011)
(5,1012)
(5,1013)
(5,1014)
(5,1015)
(5,1016)
(5,1017)
(5,1018)
(5,1019)
(5,1020)
(5,1021)
(5,1022)
(5,1023)
(5,1024)
(5,1025)
(5,1026)
(5,1027)
(5,1028)
(5,1029)
(5,1030)
(5,1031)
(5,1032)
(5,1033)
(5,1034)
(5,1035)
(5,1036)
(5,1037)
(5,1038)
(5,1039)
(5,1040)
(5,1041)
(5,1042)
(5,1043)
(5,1044)
(5,1045)
(5,1046)
(5,1047)
(5,1048)
(5,1049)
(5,1050)
(5,1051)
(5,1052)
(5,1053)
(5,1054)
(5,1055)
(5,1056)
(5,1057)
(5,1058)
(5,1059)
(5,1060)
(5,1061)
(5,1062)
(5,1063)
(5,1064)
(5,1065)
(5,1066)
(5,1067)
(5,1068)
(5,1069)
(5,1070)
(5,1071)
(5,1072)
(5,1073)
(5,1074)
(5,1075)
